No,family,smiles,smiles_ox,smiles_red,Type,Proton_transfer,Electron_transfer,potential_SHE,peak_current_ratio,Concentration_[mol/L],solubility_max,solubility_min,potential_anodic_peak1_ v[100mV/s],potential_cathodic_peak1_ v[100mV/s],potential_anodic_peak2_ v[100mV/s],potential_cathodic_peak2_ v[100mV/s],pH,additional_potential_anodic_peaks,echem_reversibility,Scan_rate mVs^-1,Comments,Multiplicity_Ox,Multiplicity_Red,MolWt_Ox,NumHAcceptors_Ox,NumHDonors_Ox,MolLogP_Ox,HeavyAtomMolWt_Ox,NumRadicalElectrons_Ox,NumValenceElectrons_Ox,MxnAbsPartialCharge_Ox,MinAbsPartialCharge_Ox,MolMR_Ox,NumHeteroatoms_Ox,FpDensityMorgan1_Ox,MolWt_Red,NumHAcceptors_Red,NumHDonors_Red,MolLogP_Red,HeavyAtomMolWt_Red,NumRadicalElectrons_Red,NumValenceElectrons_Red,MxnAbsPartialCharge_Red,MinAbsPartialCharge_Red,MolMR_Red,NumHeteroatoms_Red,FpDensityMorgan1_Red,MolWt_Ox,NumHAcceptors_Ox,NumHDonors_Ox,MolLogP_Ox,HeavyAtomMolWt_Ox,NumRadicalElectrons_Ox,NumValenceElectrons_Ox,MxnAbsPartialCharge_Ox,MinAbsPartialCharge_Ox,MolMR_Ox,NumHeteroatoms_Ox,FpDensityMorgan1_Ox,MolWt_Red,NumHAcceptors_Red,NumHDonors_Red,MolLogP_Red,HeavyAtomMolWt_Red,NumRadicalElectrons_Red,NumValenceElectrons_Red,MxnAbsPartialCharge_Red,MinAbsPartialCharge_Red,MolMR_Red,NumHeteroatoms_Red,FpDensityMorgan1_Red,MolWt_Ox,NumHAcceptors_Ox,NumHDonors_Ox,MolLogP_Ox,HeavyAtomMolWt_Ox,NumRadicalElectrons_Ox,NumValenceElectrons_Ox,MxnAbsPartialCharge_Ox,MinAbsPartialCharge_Ox,MolMR_Ox,NumHeteroatoms_Ox,FpDensityMorgan1_Ox,MolWt_Red,NumHAcceptors_Red,NumHDonors_Red,MolLogP_Red,HeavyAtomMolWt_Red,NumRadicalElectrons_Red,NumValenceElectrons_Red,MxnAbsPartialCharge_Red,MinAbsPartialCharge_Red,MolMR_Red,NumHeteroatoms_Red,FpDensityMorgan1_Red
1,anthraquinone,O=C1c2ccc(S(=O)(=O)[O-])cc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=C1c2ccc(S(=O)(=O)[O-])cc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=S([O-])c1ccc2c(O)c3ccc(S(=O)[O-])cc3c(O)c2c1,Negolyte,2,2,0.165,0.7,0.001,1.21,0.81,0.313,0.018,,,0.0,No,quasi,100.0,Separation entre picot,1,1,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334
2,anthraquinone,O=C1c2ccc(S(=O)(=O)[O-])cc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=C1c2ccc(S(=O)(=O)[O-])cc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=S([O-])c1ccc2c(O)c3ccc(S(=O)[O-])cc3c(O)c2c1,Negolyte,1,2,-0.16,0.56,0.001,0.27,0.22,-0.075,-0.259,,,7.0,No,quasi,100.0,,1,1,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334
3,anthraquinone,O=C1c2ccc(S(=O)(=O)[O-])cc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=C1c2ccc(S(=O)(=O)[O-])cc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=S([O-])c1ccc2c(O)c3ccc(S(=O)[O-])cc3c(O)c2c1,Negolyte,0,2,-0.281,0.96,0.001,0.61,0.49,-0.243,-0.322,,,13.0,No,reversible,100.0,,1,1,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1940991860605294,75.67540000000001,10,0.5833333333333334
4,anthraquinone,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2cccc(S(=O)(=O)[O-])c21,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2cccc(S(=O)(=O)[O-])c21,O=S([O-])c1cccc2c(O)c3c(S(=O)[O-])cccc3c(O)c12,Negolyte,2,2,0.027,1.7,0.001,0.12,0.11,0.308,-0.315,,,0.0,No,quasi,100.0,,1,1,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625
5,anthraquinone,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2cccc(S(=O)(=O)[O-])c21,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2cccc(S(=O)(=O)[O-])c21,O=S([O-])c1cccc2c(O)c3c(S(=O)[O-])cccc3c(O)c12,Negolyte,2,2,-0.232,0.49,0.001,0.024,0.018,0.15,-0.474,,,7.0,No,quasi,100.0,,1,1,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625
6,anthraquinone,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2cccc(S(=O)(=O)[O-])c21,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2cccc(S(=O)(=O)[O-])c21,O=S([O-])c1cccc2c(O)c3c(S(=O)[O-])cccc3c(O)c12,Negolyte,2,2,-0.464,1.17,0.001,0.01,,-0.464,-0.541,,,13.0,No,reversible,100.0,,1,1,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625,366.3280000000001,8,0,0.2702000000000001,360.2800000000001,0,124,777,0.1953323619945667,75.67540000000001,10,0.625
7,anthraquinone,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2c1cccc2S(=O)(=O)[O-],O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2c1cccc2S(=O)(=O)[O-],O=S(=O)([O-])c1cccc2c(O)c3cccc(S(=O)(=O)[O-])c3c(O)c12,Negolyte,2,2,0.027,1.04,0.001,0.022,0.02,0.31,-0.267,,,0.0,No,quasi,100.0,,1,1,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625
8,anthraquinone,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2c1cccc2S(=O)(=O)[O-],O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2c1cccc2S(=O)(=O)[O-],O=S(=O)([O-])c1cccc2c(O)c3cccc(S(=O)(=O)[O-])c3c(O)c12,Negolyte,2,2,-0.232,0.4,0.001,0.017,0.015,-0.01,-0.458,,,7.0,No,quasi,100.0,,1,1,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625
9,anthraquinone,O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2c1cccc2S(=O)(=O)[O-],O=C1c2cccc(S(=O)(=O)[O-])c2C(=O)c2c1cccc2S(=O)(=O)[O-],O=S(=O)([O-])c1cccc2c(O)c3cccc(S(=O)(=O)[O-])c3c(O)c12,Negolyte,2,2,-0.464,1.0,0.001,0.029,0.015,-0.431,-0.503,,,13.0,No,reversible,100.0,,1,1,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625,366.32800000000003,8,0,0.27020000000000044,360.2800000000001,0,124,777,0.19656353960524184,75.67540000000001,10,0.625
10,anthraquinone,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=S(=O)([O-])c1ccc2c(O)c3ccccc3c(O)c2c1,Negolyte,2,2,0.163,1.0,0.001,0.64,0.54,0.193,0.135,,,0.0,No,reversible,100.0,,1,1,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75
